query	pmid	title	journal	pubdate
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Deng Yehao [AUTH] University of North Carolina [AFFL] OR Deng Y [AUTH] University of North Carolina [AFFL])	30873433	Bilateral alkylamine for suppressing charge recombination and improving stability in blade-coated perovskite solar cells.	Science advances	2019
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Deng Yehao [AUTH] University of North Carolina [AFFL] OR Deng Y [AUTH] University of North Carolina [AFFL])	30370954	Dual Functions of Crystallization Control and Defect Passivation Enabled by Sulfonic Zwitterions for Stable and Efficient Perovskite Solar Cells.	Advanced materials (Deerfield Beach, Fla.)	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Deng Yehao [AUTH] University of North Carolina [AFFL] OR Deng Y [AUTH] University of North Carolina [AFFL])	29691390	Molecular doping enabled scalable blading of efficient hole-transport-layer-free perovskite solar cells.	Nature communications	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Deng Yehao [AUTH] University of North Carolina [AFFL] OR Deng Y [AUTH] University of North Carolina [AFFL])	29192232	Thin single crystal perovskite solar cells to harvest below-bandgap light absorption.	Nature communications	2017
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Huang Leaf [AUTH] University of North Carolina [AFFL] OR Huang L [AUTH] University of North Carolina [AFFL])	34583667	Effectiveness of sexual health influencers identified by an ensemble machine learning model in promoting secondary distribution of HIV self-testing among men who have sex with men in China: study protocol for a quasi-experimental trial.	BMC public health	2021
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL])	36703164	Aggregation tests identify new gene associations with breast cancer in populations with diverse ancestry.	Genome medicine	2023
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL])	35723569	Distinct Reproductive Risk Profiles for Intrinsic-Like Breast Cancer Subtypes: Pooled Analysis of Population-Based Studies.	Journal of the National Cancer Institute	2022
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL])	35418701	Genome-wide interaction analysis of menopausal hormone therapy use and breast cancer risk among 62,370 women.	Scientific reports	2022
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL])	35042965	Rare germline copy number variants (CNVs) and breast cancer risk.	Communications biology	2022
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL])	32359158	Combined Associations of a Polygenic Risk Score and Classical Risk Factors With Breast Cancer Risk.	Journal of the National Cancer Institute	2021
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	36208573	Semantic instance segmentation with discriminative deep supervision for medical images.	Medical image analysis	2022
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	32623279	SLIR: Synthesis, localization, inpainting, and registration for image-guided thermal ablation of liver tumors.	Medical image analysis	2020
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	32607740	Neuroimage-Based Consciousness Evaluation of Patients with Secondary Doubtful Hydrocephalus Before and After Lumbar Drainage.	Neuroscience bulletin	2020
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	32153349	Segmentation and Classification in Digital Pathology for Glioma Research: Challenges and Deep Learning Approaches.	Frontiers in neuroscience	2020
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	31557633	Adversarial learning for mono- or multi-modal registration.	Medical image analysis	2019
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	31098597	Deep Learning based Inter-Modality Image Registration Supervised by Intra-Modality Similarity.	Machine learning in medical imaging. MLMI (Workshop)	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	30956568	Reconstruction in deep learning of highly under-sampled T2-weighted image with T1-weighted image.	Proceedings of the International Society for Magnetic Resonance in Medicine ... Scientific Meeting and Exhibition. International Society for Magnetic Resonance in Medicine. Scientific Meeting and Exhibition	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	30906934	Ultra-Fast T2-Weighted MR Reconstruction Using Complementary T1-Weighted Information.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	30854517	Unpaired Deep Cross-Modality Synthesis with Fast Training.	Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support : 4th International Workshop, DLMIA 2018, and 8th International Workshop, ML-CDS 2018, held in conjunction with MICCAI 2018, Granada, Spain, S...	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	30705340	Multi-Channel 3D Deep Feature Learning for Survival Time Prediction of Brain Tumor Patients Using Multi-Modal Neuroimages.	Scientific reports	2019
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	34085058	Pre-operative Overall Survival Time Prediction for Glioblastoma Patients Using Deep Learning on Both Imaging Phenotype and Genotype.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2019
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	30310362	Non-rigid Brain MRI Registration Using Two-stage Deep Perceptive Networks.	Proceedings of the International Society for Magnetic Resonance in Medicine ... Scientific Meeting and Exhibition. International Society for Magnetic Resonance in Medicine. Scientific Meeting and Exhibition	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	30155788	Overall survival time prediction for high-grade glioma patients based on large-scale brain functional networks.	Brain imaging and behavior	2019
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	30009283	Medical Image Synthesis with Context-Aware Generative Adversarial Networks.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2017
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	29770368	Multi-label Inductive Matrix Completion for Joint MGMT and IDH1 Status Prediction for Glioma Patients.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2017
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	29702348	Exploring diagnosis and imaging biomarkers of Parkinson's disease via iterative canonical correlation analysis based feature selection.	Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	29674235	Deep embedding convolutional neural network for synthesizing CT image from T1-Weighted MR image.	Medical image analysis	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	29480928	Interleaved 3D-CNNs for joint segmentation of small-volume structures in head and neck CT images.	Medical physics	2018
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	29457153	Sparse Multi-view Task-Centralized Learning for ASD Diagnosis.	Machine learning in medical imaging. MLMI (Workshop)	2017
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	29430573	Learning-Based Estimation of Functional Correlation Tensors in White Matter for Early Diagnosis of Mild Cognitive Impairment.	Patch-based techniques in medical imaging : third International Workshop, Patch-MI 2017, held in conjunction with MICCAI 2017, Quebec City, QC, Canada, September 14, 2017, Proceedings. Patch-MI (Workshop) (3rd : 2017 : Quebec, Quebec)	2017
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	29250613	Deformable Image Registration based on Similarity-Steered CNN Regression.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2017
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	29217875	Deep Auto-context Convolutional Neural Networks for Standard-Dose PET Image Estimation from Low-Dose PET/MRI.	Neurocomputing	2017
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	29062159	Brain Atlas Fusion from High-Thickness Diagnostic Magnetic Resonance Images by Learning-Based Super-Resolution.	Pattern recognition	2017
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL])	28819140	Enhancement of Perivascular Spaces in 7 T MR Image using Haar Transform of Non-local Cubes and Block-matching Filtering.	Scientific reports	2017
